,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2019-02-22,2,2019-02-22,28.675,50.916666666666664,79.91666666666667,1006.9833333333332,228.91666666666666,3.316666666666667,27.166666666666668,328.25,347.5
2019-02-23,2,2019-02-23,28.933333333333326,50.51666666666667,77.91666666666667,1005.7249999999999,226.25,2.975,111.83333333333333,319.1666666666667,417.9166666666667
2019-02-24,2,2019-02-24,27.26666666666667,52.41666666666666,86.66666666666667,1004.475,233.0,2.3333333333333335,18.25,83.5,90.5
2019-02-25,2,2019-02-25,27.416666666666668,52.87500000000001,83.5,1003.9416666666666,237.33333333333334,2.0500000000000003,57.916666666666664,290.25,342.6666666666667
2019-02-26,2,2019-02-26,27.458333333333332,52.15,80.91666666666667,1005.5416666666666,179.75,1.9333333333333333,53.25,220.08333333333334,250.5
2019-02-27,2,2019-02-27,28.24166666666667,53.94166666666667,74.83333333333333,1005.9583333333331,177.58333333333334,1.3916666666666666,291.1666666666667,258.3333333333333,482.75
2019-02-28,2,2019-02-28,27.358333333333334,57.008333333333326,85.16666666666667,1006.9833333333332,125.08333333333333,0.6166666666666667,171.91666666666666,323.25,437.75
2019-03-01,3,2019-03-01,27.024999999999995,56.17500000000001,83.58333333333333,1007.975,246.33333333333334,1.5166666666666668,209.08333333333334,268.0,445.75
2019-03-02,3,2019-03-02,28.908333333333335,53.025,72.25,1007.475,218.08333333333334,1.1583333333333334,368.75,240.75,520.8333333333334
2019-03-03,3,2019-03-03,29.816666666666663,48.01666666666666,69.66666666666667,1007.3333333333335,215.33333333333334,1.7416666666666665,266.5,296.3333333333333,486.75
2019-03-04,3,2019-03-04,28.3,50.574999999999996,81.25,1007.2083333333335,193.5,2.641666666666667,170.83333333333334,312.0833333333333,460.5833333333333
2019-03-05,3,2019-03-05,28.566666666666663,47.84166666666667,78.66666666666667,1006.5583333333334,235.75,1.6666666666666667,278.5,276.5833333333333,497.25
2019-03-06,3,2019-03-06,28.483333333333334,52.15833333333333,80.5,1007.3000000000002,199.91666666666666,2.0749999999999997,31.666666666666668,195.58333333333334,222.0
2019-03-07,3,2019-03-07,28.416666666666668,48.083333333333336,78.66666666666667,1007.3666666666667,182.16666666666666,3.025,173.75,324.8333333333333,467.0
2019-03-08,3,2019-03-08,29.21666666666667,48.06666666666667,74.08333333333333,1005.433333333333,195.08333333333334,2.5500000000000003,237.58333333333334,289.5833333333333,485.25
2019-03-09,3,2019-03-09,28.75833333333333,51.166666666666664,78.41666666666667,1006.1583333333333,211.33333333333334,2.4250000000000003,145.16666666666666,326.5,445.5
2019-03-10,3,2019-03-10,28.233333333333334,54.85833333333334,82.25,1007.1416666666668,201.58333333333334,2.3000000000000003,75.66666666666667,347.3333333333333,408.25
2019-03-11,3,2019-03-11,28.858333333333334,50.93333333333333,78.58333333333333,1006.5500000000001,214.25,2.066666666666667,183.41666666666666,314.75,457.8333333333333
2019-03-12,3,2019-03-12,29.275000000000002,48.166666666666664,74.75,1006.2416666666667,213.83333333333334,2.7750000000000004,160.33333333333334,325.25,452.3333333333333
2019-03-13,3,2019-03-13,29.40833333333333,49.56666666666667,75.5,1005.1750000000001,222.91666666666666,2.0749999999999997,316.6666666666667,269.4166666666667,509.25
2019-03-14,3,2019-03-14,29.60833333333333,53.39166666666666,75.0,1004.2333333333335,215.0,2.2916666666666665,265.4166666666667,290.3333333333333,499.25
2019-03-15,3,2019-03-15,29.683333333333337,49.791666666666664,74.08333333333333,1004.5083333333332,210.58333333333334,2.7083333333333335,315.4166666666667,257.75,518.5833333333334
2019-03-16,3,2019-03-16,28.41666666666667,55.21666666666667,83.16666666666667,1005.75,210.5,2.458333333333333,90.0,327.4166666666667,409.9166666666667
2019-03-17,3,2019-03-17,29.291666666666668,53.03333333333333,70.25,1005.7666666666668,209.75,2.325,77.33333333333333,332.8333333333333,397.1666666666667
2019-03-18,3,2019-03-18,29.45384615384615,51.17692307692308,73.53846153846153,1004.7076923076924,216.92307692307693,2.4846153846153842,163.23076923076923,285.6923076923077,423.53846153846155
2019-03-19,3,2019-03-19,28.861538461538466,53.292307692307695,78.15384615384616,1003.9230769230769,215.23076923076923,2.8538461538461535,157.30769230769232,290.2307692307692,424.6923076923077
2019-03-20,3,2019-03-20,28.858333333333334,52.416666666666664,77.91666666666667,1004.4083333333336,217.0,3.3333333333333335,281.6666666666667,275.6666666666667,505.8333333333333
2019-03-21,3,2019-03-21,29.674999999999997,51.15833333333333,73.75,1004.4083333333333,212.25,3.3083333333333336,269.3333333333333,277.9166666666667,501.0
2019-03-22,3,2019-03-22,29.150000000000002,53.96666666666665,74.66666666666667,1004.9583333333335,230.16666666666666,2.4583333333333335,136.16666666666666,195.5,297.6666666666667
2019-03-23,3,2019-03-23,29.766666666666666,51.958333333333336,69.33333333333333,1005.7666666666668,216.33333333333334,2.566666666666667,271.0833333333333,280.0833333333333,501.1666666666667
2019-03-24,3,2019-03-24,28.976923076923075,53.9076923076923,75.6923076923077,1005.7461538461539,216.53846153846155,3.3769230769230774,76.3076923076923,311.38461538461536,374.6923076923077
2019-03-25,3,2019-03-25,29.069230769230767,50.55384615384616,74.0,1006.4000000000001,197.76923076923077,3.0076923076923077,161.92307692307693,312.9230769230769,426.7692307692308
2019-03-26,3,2019-03-26,29.56923076923077,47.73076923076923,69.0,1006.1461538461537,199.3846153846154,2.169230769230769,380.9230769230769,202.30769230769232,507.84615384615387
2019-03-27,3,2019-03-27,28.999999999999996,51.43846153846153,77.15384615384616,1006.8153846153848,202.69230769230768,1.6153846153846154,203.07692307692307,284.0,448.15384615384613
2019-03-28,3,2019-03-28,29.592307692307696,52.14615384615385,76.23076923076923,1006.4384615384614,228.46153846153845,2.4615384615384617,220.84615384615384,269.84615384615387,456.38461538461536
2019-03-29,3,2019-03-29,29.476923076923075,52.95384615384615,76.6923076923077,1006.0000000000001,208.76923076923077,3.1692307692307695,126.53846153846153,291.84615384615387,409.6923076923077
2019-03-30,3,2019-03-30,28.83076923076923,51.49230769230769,81.6923076923077,1005.3307692307692,223.53846153846155,3.2692307692307696,233.46153846153845,256.15384615384613,459.7692307692308
2019-03-31,3,2019-03-31,29.776923076923076,50.02307692307692,70.92307692307692,1005.0999999999999,222.92307692307693,2.4923076923076923,245.15384615384616,257.7692307692308,459.61538461538464
2019-04-01,4,2019-04-01,30.146153846153844,44.276923076923076,73.6923076923077,1003.8076923076923,210.92307692307693,2.3999999999999995,232.69230769230768,268.3076923076923,457.84615384615387
2019-04-02,4,2019-04-02,29.207692307692305,52.20769230769231,78.23076923076923,1004.5153846153844,196.76923076923077,2.3153846153846156,241.30769230769232,257.84615384615387,458.9230769230769
2019-04-03,4,2019-04-03,29.784615384615385,45.95384615384615,74.23076923076923,1004.4692307692308,210.0,2.5923076923076924,188.30769230769232,295.0,445.0
2019-04-04,4,2019-04-04,30.215384615384615,48.84615384615385,73.07692307692308,1003.5230769230768,219.84615384615384,3.0153846153846158,253.15384615384616,252.23076923076923,469.61538461538464
2019-04-05,4,2019-04-05,29.361538461538462,46.45384615384615,76.53846153846153,1004.646153846154,231.30769230769232,3.3769230769230774,339.15384615384613,221.46153846153845,498.46153846153845
2019-04-06,4,2019-04-06,29.615384615384617,47.03846153846154,75.6923076923077,1005.3461538461538,238.69230769230768,3.7692307692307696,276.7692307692308,246.6153846153846,476.38461538461536
2019-04-07,4,2019-04-07,28.192307692307693,56.8,83.15384615384616,1006.5846153846157,213.15384615384616,3.123076923076923,52.15384615384615,188.84615384615384,223.6153846153846
2019-04-08,4,2019-04-08,28.746153846153845,56.8076923076923,78.0,1006.1923076923077,206.53846153846155,3.2846153846153845,382.6923076923077,209.6153846153846,506.9230769230769
2019-04-09,4,2019-04-09,29.46153846153846,57.52307692307692,74.15384615384616,1005.9076923076923,207.30769230769232,2.2,183.69230769230768,291.61538461538464,447.0
2019-04-10,4,2019-04-10,29.28461538461538,53.93076923076922,75.6923076923077,1005.2230769230771,206.23076923076923,3.2923076923076926,277.61538461538464,246.69230769230768,475.15384615384613
2019-04-11,4,2019-04-11,28.5,51.05384615384616,75.61538461538461,1005.0307692307694,206.15384615384616,2.4384615384615382,0.0,181.76923076923077,181.76923076923077
2019-04-12,4,2019-04-12,29.546153846153842,52.97692307692307,73.53846153846153,1004.0923076923077,195.76923076923077,3.023076923076923,218.46153846153845,284.53846153846155,452.6923076923077
2019-04-13,4,2019-04-13,28.207692307692305,54.392307692307696,77.46153846153847,1005.8769230769232,216.07692307692307,3.223076923076923,36.15384615384615,308.46153846153845,344.0
2019-04-14,4,2019-04-14,26.77692307692308,56.38461538461539,86.53846153846153,1007.0538461538462,192.6153846153846,2.261538461538461,2.3846153846153846,151.0,152.15384615384616
2019-04-15,4,2019-04-15,28.869230769230764,51.62307692307692,74.3076923076923,1006.3153846153847,157.84615384615384,2.3846153846153846,327.53846153846155,231.23076923076923,489.7692307692308
2019-04-16,4,2019-04-16,28.94615384615384,53.923076923076934,74.53846153846153,1006.423076923077,182.92307692307693,2.3538461538461544,440.84615384615387,188.0,519.7692307692307
2019-04-17,4,2019-04-17,29.015384615384615,55.176923076923075,75.15384615384616,1005.4076923076923,212.6153846153846,2.3923076923076922,100.6923076923077,323.6923076923077,400.0
2019-04-18,4,2019-04-18,29.10769230769231,52.71538461538462,76.15384615384616,1005.323076923077,199.46153846153845,2.4153846153846152,111.84615384615384,307.7692307692308,402.46153846153845
2019-04-19,4,2019-04-19,29.084615384615386,49.56923076923077,75.92307692307692,1006.0307692307694,209.30769230769232,2.507692307692307,121.15384615384616,291.53846153846155,396.0769230769231
2019-04-20,4,2019-04-20,28.87692307692308,50.23846153846154,77.84615384615384,1005.7384615384616,220.84615384615384,2.2076923076923083,100.53846153846153,307.7692307692308,400.6923076923077
2019-04-21,4,2019-04-21,28.73076923076923,52.9923076923077,79.07692307692308,1004.8538461538462,215.84615384615384,2.4999999999999996,17.53846153846154,336.0769230769231,352.46153846153845
2019-04-22,4,2019-04-22,28.22307692307692,57.35384615384616,82.3076923076923,1004.9384615384616,216.23076923076923,2.638461538461539,130.07692307692307,303.15384615384613,410.6923076923077
2019-04-23,4,2019-04-23,28.946153846153848,55.146153846153844,79.3076923076923,1004.8538461538462,230.84615384615384,2.8,135.23076923076923,231.84615384615384,354.0
2019-04-24,4,2019-04-24,27.607692307692307,59.615384615384635,86.0,1006.4153846153847,202.69230769230768,1.8000000000000003,325.84615384615387,228.23076923076923,484.84615384615387
2019-04-25,4,2019-04-25,28.376923076923074,59.646153846153844,82.38461538461539,1007.023076923077,194.0,1.8153846153846156,233.15384615384616,258.6923076923077,454.84615384615387
2019-04-26,4,2019-04-26,28.50769230769231,55.39999999999999,81.38461538461539,1006.1999999999999,207.07692307692307,3.023076923076923,99.23076923076923,293.46153846153845,358.7692307692308
2019-04-27,4,2019-04-27,29.40769230769232,47.869230769230775,73.76923076923077,1005.5384615384614,213.3846153846154,2.430769230769231,302.15384615384613,234.15384615384616,474.61538461538464
2019-04-28,4,2019-04-28,29.315384615384612,48.13076923076923,76.61538461538461,1005.769230769231,220.53846153846155,2.3692307692307693,270.46153846153845,241.92307692307693,447.7692307692308
2019-04-29,4,2019-04-29,29.23846153846154,51.43076923076924,79.46153846153847,1006.2384615384615,223.92307692307693,2.730769230769231,283.15384615384613,233.3846153846154,468.6923076923077
2019-04-30,4,2019-04-30,29.05384615384615,50.73076923076923,75.46153846153847,1007.1692307692306,218.15384615384616,3.015384615384615,252.92307692307693,226.46153846153845,456.84615384615387
2019-05-01,5,2019-05-01,28.75384615384615,55.37692307692308,78.6923076923077,1006.469230769231,213.84615384615384,2.684615384615385,351.7692307692308,219.30769230769232,490.3076923076923
2019-05-02,5,2019-05-02,28.361538461538462,53.86153846153846,80.92307692307692,1005.8307692307694,230.69230769230768,2.0384615384615383,164.53846153846155,293.53846153846155,423.38461538461536
2019-05-03,5,2019-05-03,28.00769230769231,60.5076923076923,81.6923076923077,1005.7769230769229,208.92307692307693,2.1000000000000005,110.46153846153847,295.6923076923077,356.15384615384613
2019-05-04,5,2019-05-04,28.007692307692306,60.8,80.0,1005.4307692307692,231.15384615384616,2.3000000000000003,76.76923076923077,311.61538461538464,379.0
2019-05-05,5,2019-05-05,29.353846153846156,53.8,73.61538461538461,1005.3769230769232,197.84615384615384,1.923076923076923,315.15384615384613,233.69230769230768,477.46153846153845
2019-05-06,5,2019-05-06,28.538461538461544,58.43846153846154,81.38461538461539,1006.5923076923076,179.0,2.6769230769230767,297.38461538461536,238.69230769230768,475.6923076923077
2019-05-07,5,2019-05-07,28.0,59.76153846153846,85.0,1007.2615384615384,194.0,2.5,183.3846153846154,284.61538461538464,425.0769230769231
2019-05-08,5,2019-05-08,28.361538461538462,54.68461538461539,80.38461538461539,1005.8076923076922,210.69230769230768,2.330769230769231,382.7692307692308,183.69230769230768,494.9230769230769
2019-05-09,5,2019-05-09,27.57692307692307,54.64615384615385,82.3076923076923,1004.9076923076921,218.0,2.8000000000000003,7.461538461538462,122.23076923076923,125.38461538461539
2019-05-10,5,2019-05-10,29.16923076923077,54.71538461538462,75.3076923076923,1004.2153846153846,211.0,2.5615384615384613,391.84615384615387,194.92307692307693,498.53846153846155
2019-05-11,5,2019-05-11,28.907692307692304,54.284615384615385,74.15384615384616,1005.3615384615385,218.3846153846154,2.2384615384615385,168.23076923076923,226.92307692307693,360.7692307692308
2019-05-12,5,2019-05-12,28.323076923076925,56.823076923076925,75.92307692307692,1006.0076923076922,217.92307692307693,1.9615384615384612,275.46153846153845,247.07692307692307,460.3076923076923
2019-05-13,5,2019-05-13,28.16923076923077,57.02307692307693,80.3076923076923,1005.1615384615385,210.3846153846154,2.0538461538461537,29.846153846153847,310.7692307692308,337.61538461538464
2019-05-14,5,2019-05-14,27.66153846153846,58.88461538461537,85.07692307692308,1005.4923076923078,177.76923076923077,2.253846153846154,22.76923076923077,232.6153846153846,242.46153846153845
2019-05-15,5,2019-05-15,26.792307692307688,58.47692307692307,84.84615384615384,1007.323076923077,237.76923076923077,1.2076923076923078,163.6153846153846,252.30769230769232,374.38461538461536
2019-05-16,5,2019-05-16,27.769230769230766,58.7,76.6923076923077,1007.5999999999999,238.07692307692307,1.8076923076923075,178.23076923076923,254.92307692307693,411.3076923076923
2019-05-17,5,2019-05-17,27.815384615384616,59.76923076923076,79.46153846153847,1006.9153846153847,222.0,1.4538461538461538,267.46153846153845,228.46153846153845,451.15384615384613
2019-05-18,5,2019-05-18,28.03846153846154,56.82307692307691,80.53846153846153,1006.2538461538462,186.84615384615384,1.3153846153846156,449.38461538461536,167.92307692307693,509.0
2019-05-19,5,2019-05-19,28.353846153846153,48.01538461538462,66.23076923076923,1007.0769230769231,193.23076923076923,1.2384615384615385,152.15384615384616,288.3076923076923,420.3076923076923
2019-05-20,5,2019-05-20,26.292307692307688,55.86923076923077,87.38461538461539,1007.7615384615385,222.07692307692307,2.3384615384615386,59.92307692307692,139.0,168.30769230769232
2019-05-21,5,2019-05-21,26.661538461538463,56.46923076923076,83.3076923076923,1007.8538461538462,280.38461538461536,1.230769230769231,55.38461538461539,291.0769230769231,319.38461538461536
2019-05-22,5,2019-05-22,27.507692307692313,55.16153846153846,80.3076923076923,1006.8923076923077,221.53846153846155,0.7307692307692306,307.2307692307692,201.76923076923077,443.15384615384613
2019-05-23,5,2019-05-23,27.66923076923077,57.915384615384625,82.6923076923077,1006.2230769230769,177.46153846153845,1.8923076923076927,471.6923076923077,167.30769230769232,507.53846153846155
2019-05-24,5,2019-05-24,26.73076923076923,60.62307692307692,86.76923076923077,1006.9461538461536,157.53846153846155,1.8769230769230771,104.3076923076923,287.15384615384613,378.53846153846155
2019-05-25,5,2019-05-25,27.52307692307692,56.43076923076922,82.38461538461539,1007.4384615384614,209.6153846153846,1.7999999999999998,415.84615384615387,198.3846153846154,485.0769230769231
2019-05-26,5,2019-05-26,26.93076923076923,56.78461538461538,84.76923076923077,1007.5230769230768,222.69230769230768,1.8615384615384611,173.84615384615384,247.23076923076923,395.61538461538464
2019-05-27,5,2019-05-27,27.715384615384615,56.91538461538461,77.76923076923077,1006.5153846153845,205.3846153846154,3.230769230769231,289.61538461538464,228.6153846153846,436.15384615384613
2019-05-28,5,2019-05-28,27.4,54.73076923076923,80.3076923076923,1006.7615384615384,238.53846153846155,2.1,303.3076923076923,241.84615384615384,452.84615384615387
2019-05-29,5,2019-05-29,26.584615384615386,53.74615384615386,87.46153846153847,1006.7307692307693,229.15384615384616,1.823076923076923,3.5384615384615383,188.53846153846155,190.07692307692307
2019-05-30,5,2019-05-30,26.138461538461534,54.86923076923077,86.38461538461539,1007.376923076923,205.84615384615384,1.9692307692307691,112.3076923076923,186.92307692307693,267.7692307692308
2019-05-31,5,2019-05-31,25.723076923076924,59.27692307692307,92.3076923076923,1007.4615384615385,203.0,2.215384615384615,2.8461538461538463,164.69230769230768,165.0
2019-06-01,6,2019-06-01,28.03846153846154,59.569230769230785,74.0,1008.0615384615384,226.30769230769232,5.884615384615386,186.6153846153846,202.53846153846155,350.7692307692308
2019-06-02,6,2019-06-02,28.83076923076923,60.146153846153844,70.53846153846153,1008.6076923076924,217.15384615384616,3.9384615384615387,341.53846153846155,203.23076923076923,474.2307692307692
2019-06-03,6,2019-06-03,30.04615384615385,58.79230769230769,64.46153846153847,1009.0615384615384,213.69230769230768,4.06923076923077,511.9230769230769,132.07692307692307,517.3846153846154
2019-06-04,6,2019-06-04,29.815384615384616,58.43846153846154,66.38461538461539,1008.8923076923077,229.6153846153846,5.269230769230769,35.46153846153846,212.76923076923077,234.30769230769232
2019-06-05,6,2019-06-05,29.43846153846154,54.361538461538466,69.23076923076923,1008.1307692307693,244.3846153846154,5.93076923076923,55.84615384615385,291.0769230769231,338.3076923076923
2019-06-06,6,2019-06-06,29.161538461538463,59.05384615384616,71.84615384615384,1007.8230769230771,239.84615384615384,6.646153846153846,21.0,249.30769230769232,262.15384615384613
2019-06-07,6,2019-06-07,26.084615384615386,59.676923076923075,79.0,1008.6153846153846,98.0,1.0461538461538462,140.23076923076923,259.7692307692308,387.7692307692308
2019-06-08,6,2019-06-08,29.200000000000003,57.00769230769231,67.61538461538461,1009.6538461538458,255.69230769230768,3.5076923076923077,330.9230769230769,224.15384615384616,433.3076923076923
2019-06-09,6,2019-06-09,29.26923076923077,58.83076923076923,68.61538461538461,1009.5615384615384,217.23076923076923,4.546153846153846,16.53846153846154,251.3846153846154,262.6923076923077
2019-06-10,6,2019-06-10,28.56153846153846,60.89230769230768,69.46153846153847,1009.0384615384615,203.30769230769232,5.06923076923077,57.53846153846154,187.92307692307693,213.69230769230768
2019-06-11,6,2019-06-11,28.799999999999994,58.4076923076923,70.38461538461539,1009.4384615384616,240.23076923076923,4.515384615384615,187.0,223.76923076923077,350.84615384615387
2019-06-12,6,2019-06-12,27.569230769230767,55.54615384615385,75.92307692307692,1011.3230769230769,230.76923076923077,5.269230769230769,75.76923076923077,269.84615384615387,326.0
